ID,Warehouse_block,Mode_of_Shipment,Customer_id,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
4700,5,Ship,S46763264,3,4,147,3,low,F,8,5525,0
4701,1,Ship,I57253547,3,1,201,3,low,F,3,4556,1
4702,2,Ship,M22582903,2,4,248,3,low,F,5,5441,0
4703,3,Ship,B57871613,4,3,167,3,medium,M,5,5791,0
4704,5,Ship,D45295654,3,4,232,2,low,M,10,5678,0
4705,4,Ship,Q48122184,5,3,163,3,medium,M,9,4419,1
4706,5,Ship,S39477854,4,4,201,5,medium,M,3,5901,1
4707,1,Ship,E52630534,4,5,252,2,low,F,9,4157,0
4708,2,Ship,W24369188,3,1,146,4,low,F,10,4583,0
4709,3,Ship,E19782294,5,1,160,3,medium,M,3,5839,0
4710,5,Ship,L42065174,5,2,167,4,low,M,10,4325,0
4711,4,Ship,A53577908,4,2,224,2,medium,F,8,4781,1
4712,5,Ship,X20260706,4,2,239,3,medium,F,5,5978,0
4713,1,Ship,D51200709,4,1,151,6,low,M,7,4387,0
4714,2,Ship,F43582142,4,5,264,3,low,F,10,5972,0
4715,3,Ship,E33704761,4,2,242,3,medium,M,8,4644,1
4716,5,Ship,R46813150,3,3,204,4,high,M,9,4712,0
4717,4,Ship,W31861968,3,5,260,2,medium,M,1,5970,0
4718,5,Ship,P31569758,3,2,279,3,medium,F,6,4560,0
4719,1,Ship,Y26984048,3,4,225,4,low,F,8,5209,0
4720,2,Ship,T32084332,3,5,190,3,low,M,9,4468,0
4721,3,Ship,G25701412,4,2,152,2,low,M,7,5026,0
4722,5,Ship,V44566742,3,2,201,6,medium,M,7,4723,1
4723,4,Ship,B29327655,3,2,191,2,medium,M,7,5357,0
4724,5,Ship,C12073952,4,3,140,3,low,M,1,4453,0
4725,1,Ship,N33452022,5,3,199,4,medium,F,8,5362,0
4726,2,Ship,X42776451,4,1,194,3,medium,F,6,5282,0
4727,3,Ship,K54942972,4,2,273,2,low,F,5,5608,1
4728,5,Ship,L15897575,4,5,259,2,medium,F,4,4092,1
4729,4,Ship,E12910972,4,3,180,3,medium,M,5,4038,1
4730,5,Ship,D11452005,5,3,251,2,low,M,9,4458,0
4731,1,Ship,P32804737,5,1,269,3,low,F,5,5031,0
4732,2,Ship,O33339506,6,3,274,6,medium,F,2,4281,0
4733,3,Ship,C11415058,5,5,250,2,medium,M,10,5475,1
4734,5,Ship,S12920398,3,5,265,3,medium,F,8,5980,0
4735,4,Ship,I12710871,4,3,169,10,medium,F,6,5106,1
4736,5,Ship,M38283159,3,4,211,3,high,M,8,5191,1
4737,1,Ship,B30207432,4,4,245,2,low,M,6,5772,0
4738,2,Ship,D28090647,4,1,188,2,low,M,6,5894,1
4739,3,Ship,Q58074498,3,5,244,2,medium,F,10,4064,1
4740,5,Ship,S55653995,3,5,233,3,medium,F,7,5787,0
4741,4,Ship,E48666911,3,1,144,3,medium,F,6,4163,0
4742,5,Ship,W37657646,3,5,221,2,low,F,6,5289,0
4743,1,Ship,E23122798,3,5,267,2,high,M,2,5062,1
4744,2,Ship,L55338581,3,1,211,3,high,F,7,5178,0
4745,3,Ship,A23501828,4,1,205,3,low,F,10,4923,0
4746,5,Ship,X40856860,3,2,144,3,high,M,1,5307,0
4747,4,Ship,D38693277,3,3,195,7,medium,F,4,4614,0
4748,5,Ship,F49226697,5,5,232,7,medium,M,6,5139,0
4749,1,Ship,E51645581,5,3,199,10,medium,F,1,5865,0
4750,2,Ship,R30237077,5,5,232,3,low,F,5,5338,0
4751,3,Ship,W23602269,5,4,272,2,low,F,1,5983,1
4752,5,Ship,P45595571,2,4,167,2,medium,M,1,4344,0
4753,4,Ship,Y36216571,3,4,272,8,high,F,10,4070,0
4754,5,Ship,T44707490,6,2,247,4,low,M,10,1556,0
4755,1,Ship,G12640524,5,5,275,4,medium,M,9,1215,1
4756,2,Ship,V31859642,6,4,291,4,low,F,8,1131,0
4757,3,Ship,B55683839,6,5,265,4,low,M,7,1404,1
4758,5,Ship,C49615400,7,3,250,5,medium,F,4,1163,1
4759,4,Ship,N17825008,7,2,291,4,low,F,8,1275,0
4760,5,Ship,X23529391,6,5,255,4,low,F,9,1197,0
4761,1,Ship,K49242881,6,5,290,4,medium,M,2,1867,1
4762,2,Ship,L46466966,5,5,276,4,low,M,2,1411,1
4763,3,Ship,E39144586,4,1,149,3,medium,F,8,1136,0
4764,5,Ship,D40283218,3,3,201,6,medium,M,2,4984,0
4765,4,Ship,P21805852,3,4,191,2,medium,M,8,5667,1
4766,5,Ship,O10316047,4,4,140,3,low,F,4,5924,1
4767,1,Ship,C32793928,5,4,199,4,medium,M,2,4902,1
4768,2,Ship,S36974958,4,1,194,3,medium,F,9,5804,0
4769,3,Road,I40988954,4,5,273,2,low,F,9,5724,0
4770,5,Road,M53182640,4,4,259,2,medium,F,8,4672,0
4771,4,Road,B20400350,4,5,180,3,medium,F,1,5088,0
4772,5,Road,D52523771,5,4,251,2,low,F,3,5347,1
4773,1,Road,Q17666093,5,3,269,3,low,F,8,4811,0
4774,2,Road,S41816424,6,3,274,6,medium,F,1,4632,0
4775,3,Road,E27419754,5,2,250,2,medium,F,6,5565,0
4776,5,Road,W53815294,3,3,265,3,medium,F,3,5241,0
4777,4,Road,E25471527,4,5,169,10,medium,F,6,4385,0
4778,5,Road,L32575449,3,3,211,3,high,F,4,4354,1
4779,1,Road,A25659328,4,1,245,2,low,M,5,5324,1
4780,2,Road,X36904787,4,5,188,2,low,F,4,4433,0
4781,3,Road,D52098762,3,5,244,2,medium,M,8,5715,1
4782,5,Road,F14814933,3,4,233,3,medium,F,10,4626,0
4783,4,Road,E39192851,3,4,144,3,medium,M,8,5867,1
4784,5,Road,R56935807,3,1,221,2,low,F,7,5320,0
4785,1,Road,W42898208,3,5,267,2,high,M,1,4195,1
4786,2,Road,P13272047,3,4,211,3,high,M,1,5144,0
4787,3,Road,Y22541937,4,4,205,3,low,M,6,4254,0
4788,5,Road,T54015714,3,2,144,3,high,F,9,4428,1
4789,4,Road,G59436154,3,4,195,7,medium,F,9,5829,0
4790,5,Road,V14719537,5,3,232,7,medium,M,6,5285,1
4791,1,Flight,B48334952,5,1,199,10,medium,F,8,4140,0
4792,2,Flight,C15728157,5,5,232,3,low,F,3,5718,1
4793,3,Flight,N30263177,5,3,272,2,low,F,4,5112,0
4794,5,Flight,X50912768,2,2,167,2,medium,F,3,5894,1
4795,4,Flight,K38606461,3,3,272,8,high,M,7,5257,1
4796,5,Flight,L50965039,6,4,247,4,low,F,2,1326,0
4797,1,Flight,E38894898,5,2,275,4,medium,F,10,1141,1
4798,2,Flight,D12857581,6,5,291,4,low,M,9,1413,0
4799,3,Flight,P17281816,6,1,265,4,low,F,7,1644,1
4800,5,Flight,O55607489,7,2,250,5,medium,M,9,1327,0
4801,4,Flight,C14650829,7,1,291,4,low,M,2,1216,1
4802,5,Flight,S32457298,6,1,255,4,low,F,2,1385,0
4803,1,Flight,I13868339,6,2,290,4,medium,F,9,1339,0
4804,2,Flight,M41771917,6,3,247,4,medium,F,4,1476,1
4805,3,Flight,B30110432,6,2,152,2,low,F,9,1993,0
4806,5,Flight,D18667439,7,5,278,4,low,F,5,1572,1
4807,4,Flight,Q49738949,6,1,260,4,medium,F,2,1131,0
4808,5,Flight,S24822032,6,3,254,4,low,M,6,1335,0
4809,1,Flight,E45185905,2,4,151,4,low,F,6,1803,0
4810,2,Flight,W30095367,2,5,198,2,medium,M,4,1913,1
4811,3,Flight,E35474858,6,4,243,4,low,M,9,1353,1
4812,5,Flight,L23892363,6,5,245,4,low,F,8,1403,0
4813,4,Ship,A38687782,6,4,300,4,low,F,8,1301,1
4814,5,Ship,X14468033,6,1,303,4,medium,F,10,1003,0
4815,1,Ship,D53241360,7,3,286,4,low,F,3,1670,0
4816,2,Ship,F19888129,7,2,248,4,medium,F,1,1163,1
4817,3,Ship,E33481292,6,5,244,4,low,M,9,1789,1
4818,5,Ship,R40260456,7,1,290,4,low,F,9,1885,0
4819,4,Ship,W18190254,4,3,260,5,low,M,10,1832,1
4820,5,Ship,P41393604,6,5,310,4,medium,M,1,1105,1
4821,1,Ship,Y23865742,6,3,247,4,low,M,3,1616,1
4822,2,Ship,T11515950,6,5,281,4,low,M,8,1241,1
4823,3,Ship,G47059116,6,3,260,4,medium,M,9,1800,0
4824,5,Ship,V36862619,6,1,263,4,low,F,6,1153,0
4825,4,Ship,B19943153,5,1,285,4,medium,F,10,1428,0
4826,5,Ship,C26455912,3,4,269,3,medium,M,9,5133,1
4827,1,Ship,N39704405,2,5,205,6,low,M,2,5671,0
4828,2,Ship,X58857929,3,2,109,3,low,M,4,5746,0
4829,3,Ship,K47801770,5,4,216,2,low,F,6,4535,0
4830,5,Ship,L48534484,3,2,184,3,medium,F,8,4994,0
4831,4,Ship,E19174488,4,4,106,2,low,M,6,5984,0
4832,5,Ship,D54954243,3,1,228,2,low,F,5,4456,1
4833,1,Ship,P36712873,4,5,140,3,medium,F,8,4956,0
4834,2,Ship,O33090754,4,3,251,3,medium,M,5,4206,0
4835,3,Ship,C13957850,3,3,153,3,medium,M,5,4578,1
4836,5,Ship,S10381126,4,4,176,2,medium,F,1,5793,0
4837,4,Ship,I26806420,4,3,206,2,medium,F,4,5194,1
4838,5,Ship,M54757555,3,3,189,2,low,F,9,4690,0
4839,1,Ship,B38904421,2,2,251,6,medium,F,1,4165,1
4840,2,Ship,D19633756,4,3,155,3,low,F,1,4360,1
4841,3,Ship,Q10319508,6,4,260,5,medium,M,2,4687,1
4842,5,Ship,S43631003,5,1,156,6,medium,F,4,4821,0
4843,4,Ship,E53096960,4,2,225,2,medium,M,7,5241,1
4844,5,Ship,W29754189,6,5,284,4,medium,M,8,5346,1
4845,1,Ship,E30788743,5,3,263,2,low,M,3,4474,1
4846,2,Ship,L15308365,3,3,238,2,medium,M,2,5512,0
4847,3,Ship,A53573312,5,4,267,2,low,M,7,5292,0
4848,5,Ship,X33183702,3,3,101,2,medium,M,9,4860,0
4849,4,Ship,D34751458,3,1,175,3,medium,M,1,4872,0
4850,5,Ship,F35760337,4,5,261,2,low,M,3,4119,0
4851,1,Ship,E23785478,5,3,150,3,low,M,10,4799,1
4852,2,Ship,R41016356,3,5,206,4,medium,F,2,5829,1
4853,3,Ship,W13754789,4,4,254,4,low,F,10,4827,0
4854,5,Ship,P56371465,4,2,159,3,low,M,5,4985,1
4855,4,Ship,Y54191139,2,5,284,3,medium,M,6,4575,0
4856,5,Ship,T59185002,3,1,170,2,low,M,9,4112,0
4857,1,Ship,G44350125,4,5,245,3,low,F,7,4297,0
4858,2,Ship,V17822164,4,5,152,3,medium,M,5,5191,0
4859,3,Ship,B36624569,5,4,193,4,high,F,4,5757,1
4860,5,Ship,C56529322,5,3,231,2,low,M,8,5743,1
4861,4,Ship,N19415121,4,1,212,3,low,M,3,4896,0
4862,5,Ship,X28355495,3,4,185,2,medium,M,8,5449,1
4863,1,Ship,K25912976,4,3,223,3,low,F,10,5560,1
4864,2,Ship,L44482133,4,1,241,4,medium,M,9,5360,0
4865,3,Ship,E44942588,5,4,215,3,low,F,5,5552,1
4866,5,Ship,D39968161,4,5,261,2,medium,M,6,5920,0
4867,4,Ship,P13480286,4,3,158,5,medium,F,7,4344,1
4868,5,Ship,O25366455,3,3,166,2,medium,F,8,5871,0
4869,1,Ship,C57757841,4,3,280,6,high,M,8,4525,0
4870,2,Ship,S44977146,3,2,264,3,low,F,8,5831,0
4871,3,Ship,I22952931,3,3,204,2,medium,M,6,5612,0
4872,5,Ship,M29619908,4,4,261,2,medium,F,9,5306,1
4873,4,Ship,B26844000,6,4,138,3,medium,F,4,4225,0
4874,5,Ship,D46447431,4,4,225,2,medium,M,10,4829,1
4875,1,Ship,Q33759644,4,4,238,5,low,M,1,4753,0
4876,2,Ship,S27704231,4,5,234,3,medium,F,3,5142,1
4877,3,Ship,E37814985,4,2,237,3,low,F,7,4785,0
4878,5,Ship,W52850531,3,3,165,3,medium,F,4,5924,1
4879,4,Ship,E40210097,2,1,148,2,low,M,10,5939,1
4880,5,Ship,L43610450,5,1,148,4,high,M,2,5821,1
4881,1,Ship,A44014219,3,3,218,3,low,F,4,5086,1
4882,2,Ship,X54795563,4,5,218,6,low,M,5,4364,1
4883,3,Ship,D52748708,4,3,181,4,low,F,8,5106,0
4884,5,Ship,F16246874,2,1,138,2,low,M,8,4932,1
4885,4,Ship,E10744148,3,4,206,3,high,M,5,4022,0
4886,5,Ship,R13021028,5,1,172,2,high,F,7,5165,0
4887,1,Ship,W41419751,4,2,160,2,high,F,5,4343,0
4888,2,Ship,P15029064,5,2,225,4,low,M,1,4328,1
4889,3,Ship,Y43737762,6,5,206,6,low,M,2,4014,1
4890,5,Ship,T36470910,5,5,232,3,low,F,2,4545,1
4891,4,Ship,G12476212,3,4,232,3,low,F,6,4050,0
4892,5,Ship,V24281805,3,4,197,2,low,F,3,4865,0
4893,1,Ship,B11813163,5,1,246,3,low,F,3,5013,0
4894,2,Ship,C42333896,3,4,241,3,medium,M,3,4047,0
4895,3,Ship,N47824420,6,5,211,4,medium,F,4,4032,0
4896,5,Ship,X45981993,3,3,162,2,low,F,9,4903,0
4897,4,Ship,K48063918,3,1,264,4,low,M,10,4265,0
4898,5,Ship,L19304231,5,3,211,3,low,F,5,5087,0
4899,1,Ship,E27594597,4,5,159,5,low,F,7,4063,0
4900,2,Ship,D52673459,5,5,166,2,high,F,2,4562,1
4901,3,Ship,P58189950,4,4,163,6,medium,M,1,4584,0
4902,5,Ship,O43787252,4,3,164,2,low,M,3,5735,0
4903,4,Ship,C49453953,5,1,255,3,high,M,6,4044,1
4904,5,Ship,S15423748,4,3,153,3,medium,F,6,5748,0
4905,1,Ship,I45823525,3,1,165,2,low,M,6,4445,0
4906,2,Road,M17815225,3,2,162,3,medium,M,6,4505,1
4907,3,Road,B12956856,3,1,223,3,low,M,8,5318,0
4908,5,Road,D11500037,3,4,200,2,medium,F,6,4751,1
4909,4,Road,Q12450634,3,5,194,3,medium,F,3,4435,1
4910,5,Road,S29563241,3,1,257,2,low,M,6,4897,1
4911,1,Road,E48341297,2,1,188,2,low,M,5,5250,0
4912,2,Road,W29266426,3,4,221,3,medium,F,1,5391,0
4913,3,Road,E18914307,4,4,193,2,low,F,6,4855,1
4914,5,Road,L44068790,3,1,166,2,low,M,2,5710,1
4915,4,Road,A57312717,4,4,212,2,medium,M,8,4239,0
4916,5,Road,X22929401,3,2,252,3,medium,M,7,4507,0
4917,1,Road,D50696338,3,1,155,2,low,M,7,4221,1
4918,2,Road,F40473406,4,5,244,4,medium,F,2,5365,1
4919,3,Road,E27776948,3,3,162,2,medium,M,7,5719,1
4920,5,Road,R42976229,2,1,228,2,medium,M,10,4854,1
4921,4,Road,W28197718,4,3,208,3,medium,F,3,4837,1
4922,5,Road,P30044834,5,3,156,3,medium,M,7,4293,0
4923,1,Road,Y39458737,3,1,209,2,high,F,1,5779,1
4924,2,Road,T58029753,4,5,203,2,medium,F,8,4450,1
4925,3,Road,G40167186,4,4,196,5,high,F,7,4622,0
4926,5,Road,V32514822,4,4,256,3,low,M,8,4398,0
4927,4,Road,B32433826,4,5,159,4,medium,F,4,4816,0
4928,5,Flight,C29001101,5,5,137,4,low,M,4,5888,0
4929,1,Flight,N27767676,2,5,271,3,low,M,4,5775,0
4930,2,Flight,X34046337,5,1,264,2,medium,F,3,4056,1
4931,3,Flight,K14441446,2,2,264,3,medium,M,1,4518,0
4932,5,Flight,L28915595,4,3,205,2,medium,M,10,4178,1
4933,4,Flight,E58432104,5,1,266,3,low,M,10,5858,0
4934,5,Flight,D41516407,5,4,200,3,medium,F,8,5206,1
4935,1,Flight,P46117076,4,4,154,6,medium,F,10,4361,1
4936,2,Flight,O25669796,3,2,178,3,low,M,4,5119,1
4937,3,Flight,C33737900,5,2,198,3,low,F,7,5768,1
4938,5,Flight,S50416572,3,4,218,2,medium,M,2,5973,0
4939,4,Flight,I26500152,4,4,185,3,high,F,6,4238,1
4940,5,Flight,M26297369,3,4,235,3,low,M,4,5498,0
4941,1,Flight,B19180930,3,5,251,3,high,F,4,4156,1
4942,2,Flight,D41225403,5,2,275,5,low,F,9,5168,1
4943,3,Flight,Q52979167,5,2,156,5,low,M,9,5237,0
4944,5,Flight,S47570409,3,5,135,3,low,M,3,4938,0
4945,4,Flight,E35200410,4,1,143,3,medium,M,4,4283,0
4946,5,Flight,W18710976,5,1,240,3,high,M,10,5277,0
4947,1,Flight,E41990283,5,2,131,5,low,F,4,4600,1
4948,2,Flight,L42931923,4,5,142,3,medium,M,2,5692,0
4949,3,Flight,A49702731,5,4,275,4,low,F,7,4597,0
4950,5,Ship,X34213274,5,5,137,3,low,M,5,5914,1
4951,4,Ship,D23812068,3,3,165,4,medium,M,3,4235,0
4952,5,Ship,F21278914,5,4,250,2,low,F,10,4277,0
4953,1,Ship,E22729979,4,2,242,3,medium,M,10,4721,0
4954,2,Ship,R21983391,3,3,181,3,medium,F,3,5620,1
4955,3,Ship,W30969683,4,4,211,3,medium,M,5,4812,0
4956,5,Ship,P39815841,2,2,177,4,low,M,8,5878,1
4957,4,Ship,Y23660593,3,3,135,3,medium,M,2,5860,0
4958,5,Ship,T23687949,6,4,151,3,low,F,10,5414,1
4959,1,Ship,G37064740,5,4,250,6,low,F,1,4343,0
4960,2,Ship,V58876249,5,5,191,4,medium,F,10,4933,1
4961,3,Ship,B22437552,2,4,158,5,medium,F,2,4303,1
4962,5,Ship,C34067806,3,3,229,2,medium,F,1,5670,0
4963,4,Ship,N59609363,4,5,169,4,low,M,6,4168,1
4964,5,Ship,X23922872,5,1,164,3,low,M,7,4540,1
4965,1,Ship,K28864856,4,1,177,2,medium,M,6,5566,0
4966,2,Ship,L11252119,4,4,193,3,medium,M,8,4715,1
4967,3,Ship,E55803367,4,1,198,3,medium,F,1,4090,0
4968,5,Ship,D36715580,3,1,268,3,low,M,2,4746,1
4969,4,Ship,P17139442,3,3,269,3,high,M,8,5910,0
4970,5,Ship,O50249797,4,3,275,3,low,F,3,4824,0
4971,1,Ship,C14113459,5,5,233,3,high,M,5,5330,0
4972,2,Ship,S36817915,2,5,259,3,low,M,3,4770,1
4973,3,Ship,I16390492,3,5,239,6,low,F,8,5791,1
4974,5,Ship,M57819829,3,2,134,3,medium,F,3,5232,0
4975,4,Ship,B37420115,5,4,131,8,low,M,7,4471,0
4976,5,Ship,D55759967,4,2,194,8,medium,M,10,5995,0
4977,1,Ship,Q49284978,4,5,261,3,high,F,2,4954,1
4978,2,Ship,S15668704,4,2,254,10,high,M,7,5820,0
4979,3,Ship,E53602053,4,1,161,6,low,F,2,5734,0
4980,5,Ship,W38487094,4,5,227,2,low,M,7,4414,0
4981,4,Ship,E19299309,3,1,165,3,high,F,10,4208,0
4982,5,Ship,L15544175,3,2,156,7,medium,F,9,5313,1
4983,1,Ship,A49258665,3,3,262,7,high,F,9,5097,0
4984,2,Ship,X42519247,4,3,263,3,low,M,4,4150,1
4985,3,Ship,D28701962,4,2,196,3,low,M,1,5172,1
4986,5,Ship,F32174541,6,1,152,2,low,F,3,1340,0
4987,4,Ship,E28779993,7,1,278,4,low,M,10,1508,1
4988,5,Ship,R27499480,6,4,260,4,medium,M,1,1726,0
4989,1,Ship,W37491117,6,5,254,4,low,M,7,1674,0
4990,2,Ship,P39639197,2,4,151,4,low,F,2,1150,0
4991,3,Ship,Y57109442,2,3,198,2,medium,F,6,1996,0
4992,5,Ship,T30958248,6,2,243,4,low,M,9,1258,1
4993,4,Ship,G55787188,6,2,245,4,low,F,10,1448,0
4994,5,Ship,V36256372,3,5,268,3,low,F,6,5603,0
4995,1,Ship,B59887012,3,3,269,3,high,F,6,4260,1
4996,2,Ship,C15159080,4,4,275,3,low,M,10,5674,1
4997,3,Ship,N50835316,5,2,233,3,high,M,7,5323,1
4998,5,Ship,X25173993,2,2,259,3,low,M,6,4840,1
4999,4,Ship,K29389143,3,3,239,6,low,M,7,4501,1
5000,5,Ship,L11111749,3,3,134,3,medium,F,8,4950,0
5001,1,Ship,E49937316,5,3,131,8,low,F,5,4149,1
5002,2,Ship,D36400582,4,5,194,8,medium,F,9,4843,1
5003,3,Ship,P49484190,4,2,261,3,high,M,1,4931,0
5004,5,Ship,O59629698,4,5,254,10,high,M,7,5524,1
5005,4,Ship,C10905086,4,3,161,6,low,M,6,5560,1
5006,5,Ship,S39653251,4,4,227,2,low,F,7,4916,0
5007,1,Ship,I12337785,3,4,165,3,high,M,10,4910,0
5008,2,Ship,M24726704,3,3,156,7,medium,M,2,5467,0
5009,3,Ship,B46307944,3,2,262,7,high,M,5,5985,1
5010,5,Ship,D49613328,4,3,263,3,low,F,3,5253,0
5011,4,Ship,Q18095670,4,3,196,3,low,F,10,4194,1
5012,5,Ship,S58275260,6,2,152,2,low,M,6,1711,0
5013,1,Ship,E47131041,7,3,278,4,low,F,8,1909,1
5014,2,Ship,W24020940,6,5,260,4,medium,F,10,1799,0
5015,3,Ship,E56087873,6,2,254,4,low,M,4,1392,0
5016,5,Ship,L51147578,2,3,151,4,low,F,3,1353,1
5017,4,Ship,A50619888,2,3,198,2,medium,F,6,1730,1
5018,5,Ship,X53095242,5,2,285,4,medium,F,7,1666,1
5019,1,Ship,D23482899,7,1,306,4,medium,M,5,1467,0
5020,2,Ship,F26487317,6,4,291,4,low,F,5,1327,0
5021,3,Ship,E41644229,6,3,292,4,low,M,8,1925,0
5022,5,Ship,R22723371,6,2,293,5,low,F,3,1969,0
5023,4,Ship,W38542318,6,4,275,4,low,F,3,1182,0
5024,5,Ship,P21761012,6,5,274,4,low,M,6,1066,0
5025,1,Ship,Y59701121,7,2,310,4,low,F,7,1294,0
5026,2,Ship,T38819160,6,5,292,4,low,M,4,1762,1
5027,3,Ship,G17875277,6,3,256,5,low,F,1,1980,0
5028,5,Ship,V26952383,7,4,295,4,low,M,5,1239,0
5029,4,Ship,B20393438,3,5,149,2,medium,M,5,1023,0
5030,5,Ship,C45052180,6,5,294,4,medium,F,2,1273,1
5031,1,Ship,N13711619,6,3,281,4,medium,F,7,1599,1
5032,2,Ship,X40988168,6,4,294,4,medium,M,6,1112,0
5033,3,Ship,K14301244,6,5,249,4,low,F,8,1274,0
5034,5,Ship,L12115466,6,5,276,4,medium,F,6,1005,1
5035,4,Ship,E36409560,7,5,284,4,medium,F,8,1148,1
5036,5,Ship,D16335078,4,5,134,3,low,F,1,1008,0
5037,1,Ship,P57909128,6,3,271,4,medium,F,1,1733,0
5038,2,Ship,O17920059,6,2,244,4,medium,F,1,1406,1
5039,3,Ship,C42561907,6,1,264,4,low,M,10,1960,0
5040,5,Ship,S55552780,6,5,275,4,low,M,8,1553,1
5041,4,Ship,I39785693,7,3,310,4,medium,F,7,1989,0
5042,5,Ship,M30899432,6,2,301,5,medium,F,3,1586,0
5043,1,Road,B46492002,6,3,247,4,medium,F,9,1011,0
5044,2,Road,D16242246,4,2,224,2,low,M,9,5603,1
5045,3,Road,Q44543597,3,5,242,2,low,F,6,5635,0
5046,5,Road,S19485706,4,1,145,2,low,F,2,5209,0
5047,4,Road,E21551888,4,1,150,2,low,M,5,4140,0
5048,5,Road,W17571361,4,4,266,3,low,M,4,5905,0
5049,1,Road,E40083857,5,1,260,2,low,M,4,5580,0
5050,2,Road,L25099657,4,1,259,3,medium,M,5,4435,1
5051,3,Road,A14704873,4,3,192,3,low,F,10,4068,0
5052,5,Road,X33807589,3,1,149,3,medium,M,5,4805,1
5053,4,Road,D19663814,4,1,133,2,medium,M,1,5274,1
5054,5,Road,F58501743,4,4,145,3,medium,F,3,5424,1
5055,1,Road,E46852099,3,4,186,3,high,M,1,5922,1
5056,2,Road,R14471260,5,3,267,3,medium,F,8,5786,1
5057,3,Road,W54411453,3,3,157,4,medium,F,2,5684,0
5058,5,Road,P44978348,4,2,174,3,low,F,3,5920,0
5059,4,Road,Y29782441,4,4,216,2,low,F,4,5984,0
5060,5,Road,T22341450,4,3,143,3,low,F,2,4693,0
5061,1,Road,G13021141,5,1,135,3,low,M,3,4939,1
5062,2,Road,V30824814,4,2,222,3,low,M,4,5919,0
5063,3,Road,B42722936,6,2,140,2,high,M,1,4053,0
5064,5,Road,C14774918,4,2,209,2,medium,F,9,5131,0
5065,4,Flight,N12526988,3,5,162,2,low,M,4,4495,0
5066,5,Flight,X47391672,5,2,152,4,medium,M,6,5596,0
5067,1,Flight,K47658944,4,2,236,3,medium,M,9,4725,0
5068,2,Flight,L50560493,4,5,192,4,low,F,10,4691,0
5069,3,Flight,E34223009,5,2,233,3,high,F,4,4140,0
5070,5,Flight,D40403715,3,5,156,3,medium,F,2,4190,1
5071,4,Flight,P10241690,5,1,257,3,medium,M,7,4133,0
5072,5,Flight,O51212761,4,5,228,4,low,M,4,4750,0
5073,1,Flight,C11237634,5,1,262,2,high,M,9,5008,0
5074,2,Flight,S38022269,3,1,203,2,low,M,2,4647,1
5075,3,Flight,I16434283,4,5,217,4,medium,F,3,5966,0
5076,5,Flight,M54611669,3,1,197,5,medium,F,6,5919,0
5077,4,Flight,B39387446,3,5,217,3,low,M,9,4306,0
5078,5,Flight,D18083280,3,2,200,4,medium,F,4,4918,0
5079,1,Flight,Q45758365,4,3,181,3,medium,M,10,4541,1
5080,2,Flight,S22572891,4,1,212,3,low,M,2,4353,1
5081,3,Flight,E59093878,5,3,217,2,low,F,4,5588,0
5082,5,Flight,W12069342,5,4,240,4,medium,F,2,5215,0
5083,4,Flight,E28424555,3,1,161,3,low,M,9,4865,1
5084,5,Flight,L12095405,3,4,157,3,medium,F,6,5611,0
5085,1,Flight,A53810648,4,5,133,3,medium,M,4,5180,1
5086,2,Flight,X50590274,4,3,138,3,low,F,2,5593,0
5087,3,Ship,D44914773,4,3,158,3,high,M,1,5089,1
5088,5,Ship,F58021073,5,2,243,3,high,M,2,5734,1
5089,4,Ship,E40385526,3,2,189,3,medium,M,2,4718,0
5090,5,Ship,R27517230,2,4,272,2,medium,M,4,4632,0
5091,1,Ship,W47529471,4,4,168,3,low,M,6,5488,1
5092,2,Ship,P38750382,4,4,157,3,medium,F,10,5041,1
5093,3,Ship,Y38920347,3,5,217,2,medium,F,6,5182,0
5094,5,Ship,T13850469,5,3,237,4,low,F,8,5432,0
5095,4,Ship,G18963707,4,3,133,2,low,M,9,4145,0
5096,5,Ship,V45704277,3,4,243,2,medium,M,1,5840,1
5097,1,Ship,B11411814,5,3,273,4,medium,M,2,4186,1
5098,2,Ship,C35240640,5,4,202,5,low,F,6,5230,1
5099,3,Ship,N25938722,5,5,240,2,low,F,7,4409,1
5100,5,Ship,X47350994,3,5,275,3,low,M,6,5148,0
5101,4,Ship,K16543175,3,5,274,3,medium,M,5,4710,1
5102,5,Ship,L54859044,4,3,272,3,low,F,4,5654,0
5103,1,Ship,E34404325,2,4,126,5,medium,M,2,5461,0
5104,2,Ship,D11493860,5,3,215,2,medium,F,10,5194,1
5105,3,Ship,P46245100,2,5,175,5,low,F,8,4269,0
5106,5,Ship,O29999165,4,3,149,6,medium,M,5,5456,1
5107,4,Ship,C26874160,6,1,145,3,medium,F,1,4346,1
5108,5,Ship,S37745433,6,1,257,4,medium,F,3,5656,1
5109,1,Ship,I57680223,4,3,136,3,medium,M,10,4299,1
5110,2,Ship,M23086471,5,3,163,6,low,M,6,4349,0
5111,3,Ship,B31363104,3,4,256,3,low,M,7,5013,1
5112,5,Ship,D28792732,3,3,141,3,low,F,7,4954,1
5113,4,Ship,Q54623833,4,3,196,2,medium,F,4,4203,1
5114,5,Ship,S22121539,5,4,154,2,low,F,5,5528,0
5115,1,Ship,E15113756,5,3,197,3,medium,F,2,4678,1
